RPU,Sitio,Mes,Año,SUBTOTAL,IVA 8%,DAP,Cargos y depósitos,Créditos y redondeos,TOTAL RECIBO,KWH,KVARH,Consumo base,Consumo inter,Consumo punta,"TOTAL KWh (suma b,i,p)",Demanda Base,Demanda intermedia,Demanda punta,Factor de potencia,Factor de carga,Carga contratada (KW)
599050501026,54-R,Julio,2025,2025.64,162.0741,1150.0,0.0,0.2859,3338.0,129.0,192.0,52.0,67.0,10.0,129.0,1.0,1.0,1.0,55.77,1.73,104.0
599050501026,54-R,Agosto,2025,2010.7,160.8889,1150.0,0.0,0.4111,3322.0,129.0,191.0,54.0,67.0,10.0,131.0,1.0,1.0,1.0,56.56,1.76,104.0
599951100292,55-R,Enero,2025,132743.97,10619.4815,1150.0,0.0,-0.4515,144513.0,54901.0,32775.0,18658.0,29066.0,7177.0,54901.0,80.0,80.0,80.0,85.86,9.22,110.0
599951100292,55-R,Febrero,2025,123291.55,9863.3333,1150.0,0.0,0.1167,134305.0,49853.0,30180.0,17651.0,25991.0,6211.0,49853.0,78.0,78.0,78.0,85.55,9.51,110.0
599951100292,55-R,Abril,2025,129329.6,10346.3704,1150.0,0.0,0.0296,140826.0,53889.0,27044.0,15390.0,26878.0,2717.0,44985.0,78.0,78.0,77.0,85.7,9.61,110.0
599951100292,55-R,Julio,2025,134031.1,10722.5185,1150.0,0.0,0.3815,145904.0,54356.0,31509.0,17786.0,33268.0,3302.0,54356.0,76.0,77.0,78.0,86.52,9.36,110.0
599951100292,55-R,Agosto,2025,133247.1,10659.7778,1150.0,0.0,0.1222,145057.0,54356.0,31756.0,18719.0,32657.0,3088.0,54464.0,77.0,77.0,77.0,86.39,9.5,110.0
599951000042,56-R,Enero,2025,1821.45,145.7037,0.0,0.0,-0.1537,1967.0,160.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.47,2.22,88.0
599951000042,56-R,Febrero,2025,1564.14,125.1111,0.0,0.0,-0.2511,1689.0,160.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.71,2.29,88.0
599951000042,56-R,Abril,2025,1542.58,123.4074,0.0,0.0,0.0126,1666.0,160.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.71,2.29,88.0
599951000042,56-R,Julio,2025,2218.1,177.4815,0.0,0.0,0.4185,2396.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.72,1.01,88.0
599951000042,56-R,Agosto,2025,1469.38,117.5556,0.0,0.0,0.0644,1587.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.71,0.55,88.0
599950600321,58,Enero,2025,2577.89,206.2222,1150.0,0.0,-0.1122,3934.0,232.0,454.0,81.0,121.0,30.0,232.0,1.0,1.0,1.0,45.5,3.11,100.0
599950600321,58,Febrero,2025,2618.01,209.4074,1150.0,0.0,-0.4174,3977.0,207.0,433.0,74.0,107.0,26.0,207.0,1.0,1.0,1.0,43.13,3.08,100.0
